split,row_id,template,source_prompt,source_target,system_message,user_message,assistant_message,meta_json
train,352,ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> UAL3213, <TXWY> Lima, Golf, Juliet, <GATE> A5 [Pilot]: Greensboro Ground, <F#> UAL3213, clear of active, request taxi to Gate <GATE> A5.","[ATC]: UAL3213, taxi to Gate A5 via Lima, Golf, Juliet.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, UAL3213, clear of active, request taxi to Gate A5.
Structured context:
- callsign: UAL3213
- runway: 23L
- taxi_route: Lima, Golf, Juliet
- gate: A5
- wind_dir_deg: 250
- wind_spd_kt: 13
- distance_mi: 15
- distance_nm: 21.6
- pilot_alt_ft: 10000
- assigned_alt_ft: 5000
- hold_short_runway: 23R
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: UAL3213, taxi to Gate A5 via Lima, Golf, Juliet.
SLOT_GROUNDING: callsign=UAL3213; runway=23L; taxiway=LIMA,GOLF,JULIET; heading=NA; altitude_ft=5000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=23R; cross_runway=NA","{""callsign"": ""UAL3213"", ""pilot_alt"": 10000, ""assign_alt"": 5000, ""dist_nm"": 21.6, ""dist_mi"": 15, ""rwy"": ""23L"", ""hs_rwy"": ""23R"", ""wind_dir"": 250, ""wind_spd"": 13, ""gate"": ""A5"", ""route"": ""Lima, Golf, Juliet""}"
train,353,ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> AAL2489, <TXWY> Lima, Kilo, Bravo, <GATE> D4 [Pilot]: Greensboro Ground, <F#> AAL2489, clear of active, request taxi to Gate <GATE> D4.","[ATC]: AAL2489, taxi to Gate D4 via Lima, Kilo, Bravo.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, AAL2489, clear of active, request taxi to Gate D4.
Structured context:
- callsign: AAL2489
- runway: 05R
- taxi_route: Lima, Kilo, Bravo
- gate: D4
- wind_dir_deg: 270
- wind_spd_kt: 9
- distance_mi: 13
- distance_nm: 13.4
- pilot_alt_ft: 6000
- assigned_alt_ft: 3000
- hold_short_runway: 23R
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: AAL2489, taxi to Gate D4 via Lima, Kilo, Bravo.
SLOT_GROUNDING: callsign=AAL2489; runway=05R; taxiway=LIMA,KILO,BRAVO; heading=NA; altitude_ft=3000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=23R; cross_runway=NA","{""callsign"": ""AAL2489"", ""pilot_alt"": 6000, ""assign_alt"": 3000, ""dist_nm"": 13.4, ""dist_mi"": 13, ""rwy"": ""05R"", ""hs_rwy"": ""23R"", ""wind_dir"": 270, ""wind_spd"": 9, ""gate"": ""D4"", ""route"": ""Lima, Kilo, Bravo""}"
train,354,tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N2440L, <WIND> 190 at 16, <RWY> 23R, <DIST> 7mi [Pilot]: Greensboro Tower, <F#> N2440L, <DIST> 7 miles out.","[ATC]: N2440L, wind 190 at 16, Runway 23R cleared to land.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Tower, N2440L, 7 miles out.
Structured context:
- callsign: N2440L
- runway: 23R
- taxi_route: Golf, Lima, Juliet
- gate: D2
- wind_dir_deg: 190
- wind_spd_kt: 16
- distance_mi: 7
- distance_nm: 7.0
- pilot_alt_ft: 10000
- assigned_alt_ft: 3000
- hold_short_runway: 32
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: N2440L, wind 190 at 16, Runway 23R cleared to land.
SLOT_GROUNDING: callsign=N2440L; runway=23R; taxiway=GOLF,LIMA,JULIET; heading=NA; altitude_ft=3000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=32; cross_runway=NA","{""callsign"": ""N2440L"", ""pilot_alt"": 10000, ""assign_alt"": 3000, ""dist_nm"": 7.0, ""dist_mi"": 7, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 190, ""wind_spd"": 16, ""gate"": ""D2"", ""route"": ""Golf, Lima, Juliet""}"
train,355,ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> FFT3586, <GATE> C5, <RWY> 23R, <TXWY> Foxtrot, Juliet, Delta, <HSRWY> 14 [Pilot]: Greensboro Ground, <F#> FFT3586, at Gate <GATE> C5, request taxi to Runway <RWY> 23R.","[ATC]: FFT3586, taxi to Runway 23R via Foxtrot, Juliet, Delta, hold short of Runway 14.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, FFT3586, at Gate C5, request taxi to Runway 23R.
Structured context:
- callsign: FFT3586
- runway: 23R
- taxi_route: Foxtrot, Juliet, Delta
- gate: C5
- wind_dir_deg: 310
- wind_spd_kt: 12
- distance_mi: 15
- distance_nm: 18.9
- pilot_alt_ft: 8000
- assigned_alt_ft: 5000
- hold_short_runway: 14
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: FFT3586, taxi to Runway 23R via Foxtrot, Juliet, Delta, hold short of Runway 14.
SLOT_GROUNDING: callsign=FFT3586; runway=14,23R; taxiway=FOXTROT,JULIET,DELTA; heading=NA; altitude_ft=5000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=14; cross_runway=NA","{""callsign"": ""FFT3586"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 18.9, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""14"", ""wind_dir"": 310, ""wind_spd"": 12, ""gate"": ""C5"", ""route"": ""Foxtrot, Juliet, Delta""}"
train,356,approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> N7854D, <ALT> 4000ft, <RWY> 23L, <DIST> 3.8NM [Pilot]: Greensboro Approach, <F#> N7854D, level 6000 feet, inbound for landing.","[ATC]: N7854D, radar contact, descend and maintain 4000, expect ILS Runway 23L.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Approach, N7854D, level 6000 feet, inbound for landing.
Structured context:
- callsign: N7854D
- runway: 23L
- taxi_route: Golf, Kilo
- gate: A3
- wind_dir_deg: 200
- wind_spd_kt: 16
- distance_mi: 4
- distance_nm: 3.8
- pilot_alt_ft: 6000
- assigned_alt_ft: 4000
- hold_short_runway: 05L
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: N7854D, radar contact, descend and maintain 4000, expect ILS Runway 23L.
SLOT_GROUNDING: callsign=N7854D; runway=23L; taxiway=GOLF,KILO; heading=NA; altitude_ft=4000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=05L; cross_runway=NA","{""callsign"": ""N7854D"", ""pilot_alt"": 6000, ""assign_alt"": 4000, ""dist_nm"": 3.8, ""dist_mi"": 4, ""rwy"": ""23L"", ""hs_rwy"": ""05L"", ""wind_dir"": 200, ""wind_spd"": 16, ""gate"": ""A3"", ""route"": ""Golf, Kilo""}"
train,357,ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA8813, <TXWY> Echo, Juliet, <GATE> A1 [Pilot]: Greensboro Ground, <F#> SWA8813, clear of active, request taxi to Gate <GATE> A1.","[ATC]: SWA8813, taxi to Gate A1 via Echo, Juliet.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, SWA8813, clear of active, request taxi to Gate A1.
Structured context:
- callsign: SWA8813
- runway: 23R
- taxi_route: Echo, Juliet
- gate: A1
- wind_dir_deg: 240
- wind_spd_kt: 16
- distance_mi: 15
- distance_nm: 14.7
- pilot_alt_ft: 8000
- assigned_alt_ft: 6000
- hold_short_runway: 32
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: SWA8813, taxi to Gate A1 via Echo, Juliet.
SLOT_GROUNDING: callsign=SWA8813; runway=23R; taxiway=ECHO,JULIET; heading=NA; altitude_ft=6000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=32; cross_runway=NA","{""callsign"": ""SWA8813"", ""pilot_alt"": 8000, ""assign_alt"": 6000, ""dist_nm"": 14.7, ""dist_mi"": 15, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 240, ""wind_spd"": 16, ""gate"": ""A1"", ""route"": ""Echo, Juliet""}"
train,358,tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> ASA4743, <WIND> 270 at 11, <RWY> 23R, <DIST> 4mi [Pilot]: Greensboro Tower, <F#> ASA4743, <DIST> 4 miles out.","[ATC]: ASA4743, wind 270 at 11, Runway 23R cleared to land.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Tower, ASA4743, 4 miles out.
Structured context:
- callsign: ASA4743
- runway: 23R
- taxi_route: Delta, Alpha, Kilo
- gate: C5
- wind_dir_deg: 270
- wind_spd_kt: 11
- distance_mi: 4
- distance_nm: 3.9
- pilot_alt_ft: 10000
- assigned_alt_ft: 6000
- hold_short_runway: 32
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: ASA4743, wind 270 at 11, Runway 23R cleared to land.
SLOT_GROUNDING: callsign=ASA4743; runway=23R; taxiway=DELTA,ALPHA,KILO; heading=NA; altitude_ft=6000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=32; cross_runway=NA","{""callsign"": ""ASA4743"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 3.9, ""dist_mi"": 4, ""rwy"": ""23R"", ""hs_rwy"": ""32"", ""wind_dir"": 270, ""wind_spd"": 11, ""gate"": ""C5"", ""route"": ""Delta, Alpha, Kilo""}"
train,359,ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> DAL6343, <TXWY> Kilo, Foxtrot, <GATE> C3 [Pilot]: Greensboro Ground, <F#> DAL6343, clear of active, request taxi to Gate <GATE> C3.","[ATC]: DAL6343, taxi to Gate C3 via Kilo, Foxtrot.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, DAL6343, clear of active, request taxi to Gate C3.
Structured context:
- callsign: DAL6343
- runway: 23L
- taxi_route: Kilo, Foxtrot
- gate: C3
- wind_dir_deg: 220
- wind_spd_kt: 5
- distance_mi: 12
- distance_nm: 12.5
- pilot_alt_ft: 9000
- assigned_alt_ft: 4000
- hold_short_runway: 32
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: DAL6343, taxi to Gate C3 via Kilo, Foxtrot.
SLOT_GROUNDING: callsign=DAL6343; runway=23L; taxiway=KILO,FOXTROT; heading=NA; altitude_ft=4000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=32; cross_runway=NA","{""callsign"": ""DAL6343"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 12.5, ""dist_mi"": 12, ""rwy"": ""23L"", ""hs_rwy"": ""32"", ""wind_dir"": 220, ""wind_spd"": 5, ""gate"": ""C3"", ""route"": ""Kilo, Foxtrot""}"
train,360,tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> N5137S, <WIND> 250 at 4, <RWY> 32, <DIST> 15mi [Pilot]: Greensboro Tower, <F#> N5137S, <DIST> 15 miles out.","[ATC]: N5137S, wind 250 at 4, Runway 32 cleared to land.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Tower, N5137S, 15 miles out.
Structured context:
- callsign: N5137S
- runway: 32
- taxi_route: Echo, Delta
- gate: B2
- wind_dir_deg: 250
- wind_spd_kt: 4
- distance_mi: 15
- distance_nm: 18.1
- pilot_alt_ft: 8000
- assigned_alt_ft: 4000
- hold_short_runway: 05R
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: N5137S, wind 250 at 4, Runway 32 cleared to land.
SLOT_GROUNDING: callsign=N5137S; runway=32; taxiway=ECHO,DELTA; heading=NA; altitude_ft=4000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=05R; cross_runway=NA","{""callsign"": ""N5137S"", ""pilot_alt"": 8000, ""assign_alt"": 4000, ""dist_nm"": 18.1, ""dist_mi"": 15, ""rwy"": ""32"", ""hs_rwy"": ""05R"", ""wind_dir"": 250, ""wind_spd"": 4, ""gate"": ""B2"", ""route"": ""Echo, Delta""}"
train,361,tower_cleared_to_land,"[Instruction]: You are ATC Tower Control. Issue a landing clearance with wind. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], wind <WIND> [DIR] at [SPD], Runway <RWY> [RUNWAY] cleared to land. [Scenario]: <F#> UAL6504, <WIND> 260 at 9, <RWY> 05R, <DIST> 14mi [Pilot]: Greensboro Tower, <F#> UAL6504, <DIST> 14 miles out.","[ATC]: UAL6504, wind 260 at 9, Runway 05R cleared to land.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Tower, UAL6504, 14 miles out.
Structured context:
- callsign: UAL6504
- runway: 05R
- taxi_route: Lima, Golf
- gate: A3
- wind_dir_deg: 260
- wind_spd_kt: 9
- distance_mi: 14
- distance_nm: 14.2
- pilot_alt_ft: 10000
- assigned_alt_ft: 6000
- hold_short_runway: 14
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: UAL6504, wind 260 at 9, Runway 05R cleared to land.
SLOT_GROUNDING: callsign=UAL6504; runway=05R; taxiway=LIMA,GOLF; heading=NA; altitude_ft=6000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=14; cross_runway=NA","{""callsign"": ""UAL6504"", ""pilot_alt"": 10000, ""assign_alt"": 6000, ""dist_nm"": 14.2, ""dist_mi"": 14, ""rwy"": ""05R"", ""hs_rwy"": ""14"", ""wind_dir"": 260, ""wind_spd"": 9, ""gate"": ""A3"", ""route"": ""Lima, Golf""}"
train,362,approach_descend_expect_ils,"[Instruction]: You are ATC Approach Control. Acknowledge the inbound call and assign a descent clearance. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], radar contact, descend and maintain <NEW_ALT> [ALT], expect ILS Runway <RWY> [RUNWAY]. [Scenario]: <F#> SWA2611, <ALT> 4000ft, <RWY> 05L, <DIST> 3.4NM [Pilot]: Greensboro Approach, <F#> SWA2611, level 9000 feet, inbound for landing.","[ATC]: SWA2611, radar contact, descend and maintain 4000, expect ILS Runway 05L.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Approach, SWA2611, level 9000 feet, inbound for landing.
Structured context:
- callsign: SWA2611
- runway: 05L
- taxi_route: Golf, Delta, Foxtrot
- gate: C3
- wind_dir_deg: 230
- wind_spd_kt: 15
- distance_mi: 3
- distance_nm: 3.4
- pilot_alt_ft: 9000
- assigned_alt_ft: 4000
- hold_short_runway: 23L
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: SWA2611, radar contact, descend and maintain 4000, expect ILS Runway 05L.
SLOT_GROUNDING: callsign=SWA2611; runway=05L; taxiway=GOLF,DELTA,FOXTROT; heading=NA; altitude_ft=4000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=23L; cross_runway=NA","{""callsign"": ""SWA2611"", ""pilot_alt"": 9000, ""assign_alt"": 4000, ""dist_nm"": 3.4, ""dist_mi"": 3, ""rwy"": ""05L"", ""hs_rwy"": ""23L"", ""wind_dir"": 230, ""wind_spd"": 15, ""gate"": ""C3"", ""route"": ""Golf, Delta, Foxtrot""}"
train,363,ground_taxi_hold_short,"[Instruction]: You are ATC Ground Control. Issue taxi instructions and include a hold short restriction when required. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Runway <RWY> [RUNWAY] via <TXWY> [ROUTE], hold short of Runway <HSRWY> [RUNWAY]. [Scenario]: <F#> ASA8827, <GATE> A5, <RWY> 14, <TXWY> Alpha, Lima, Kilo, <HSRWY> 05L [Pilot]: Greensboro Ground, <F#> ASA8827, at Gate <GATE> A5, request taxi to Runway <RWY> 14.","[ATC]: ASA8827, taxi to Runway 14 via Alpha, Lima, Kilo, hold short of Runway 05L.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, ASA8827, at Gate A5, request taxi to Runway 14.
Structured context:
- callsign: ASA8827
- runway: 14
- taxi_route: Alpha, Lima, Kilo
- gate: A5
- wind_dir_deg: 330
- wind_spd_kt: 14
- distance_mi: 15
- distance_nm: 21.9
- pilot_alt_ft: 8000
- assigned_alt_ft: 5000
- hold_short_runway: 05L
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: ASA8827, taxi to Runway 14 via Alpha, Lima, Kilo, hold short of Runway 05L.
SLOT_GROUNDING: callsign=ASA8827; runway=05L,14; taxiway=ALPHA,LIMA,KILO; heading=NA; altitude_ft=5000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=05L; cross_runway=NA","{""callsign"": ""ASA8827"", ""pilot_alt"": 8000, ""assign_alt"": 5000, ""dist_nm"": 21.9, ""dist_mi"": 15, ""rwy"": ""14"", ""hs_rwy"": ""05L"", ""wind_dir"": 330, ""wind_spd"": 14, ""gate"": ""A5"", ""route"": ""Alpha, Lima, Kilo""}"
train,364,ground_taxi_to_gate,"[Instruction]: You are ATC Ground Control. Provide taxi to gate instructions. Respond with ONE ATC radio line only. Output template: (ATC): <F#> [CALLSIGN], taxi to Gate <GATE> [GATE] via <TXWY> [ROUTE]. [Scenario]: <F#> SWA3004, <TXWY> Echo, Delta, <GATE> B4 [Pilot]: Greensboro Ground, <F#> SWA3004, clear of active, request taxi to Gate <GATE> B4.","[ATC]: SWA3004, taxi to Gate B4 via Echo, Delta.","You are an air traffic controller generating the NEXT ATC transmission for a KGSO simulation. Use concise FAA-style phraseology, preserve all operational slot values exactly (callsign, runway, taxiway, heading, altitude, speed, frequency, squawk, hold short / cross). Do not invent missing values. Respond in two sections: (1) the spoken ATC line, and (2) a compact SLOT_GROUNDING list used to justify key fields.","Generate the next controller transmission from the scenario context below.
Pilot transmission: Greensboro Ground, SWA3004, clear of active, request taxi to Gate B4.
Structured context:
- callsign: SWA3004
- runway: 23L
- taxi_route: Echo, Delta
- gate: B4
- wind_dir_deg: 220
- wind_spd_kt: 6
- distance_mi: 5
- distance_nm: 4.7
- pilot_alt_ft: 7000
- assigned_alt_ft: 5000
- hold_short_runway: 23R
Requirements: keep phraseology realistic and concise; include only the current ATC action; preserve provided slot values exactly; do not fabricate missing values.
Output format:
ATC_RESPONSE: <spoken ATC transmission>
SLOT_GROUNDING: callsign=...; runway=...; taxiway=...; heading=...; altitude_ft=...; speed_kt=...; frequency=...; squawk=...; hold_short=...; cross_runway=...","ATC_RESPONSE: [ATC]: SWA3004, taxi to Gate B4 via Echo, Delta.
SLOT_GROUNDING: callsign=SWA3004; runway=23L; taxiway=ECHO,DELTA; heading=NA; altitude_ft=5000; speed_kt=NA; frequency=NA; squawk=NA; hold_short=23R; cross_runway=NA","{""callsign"": ""SWA3004"", ""pilot_alt"": 7000, ""assign_alt"": 5000, ""dist_nm"": 4.7, ""dist_mi"": 5, ""rwy"": ""23L"", ""hs_rwy"": ""23R"", ""wind_dir"": 220, ""wind_spd"": 6, ""gate"": ""B4"", ""route"": ""Echo, Delta""}"
